C,Paso,Key,Issue Type,Status,Priority,Summary,Description,Reporter,Assignee,Fecha del d¡a,Fecha de creaci¢n (Created),Fecha de inicio,D¡as Transcurridos al d¡a,Fecha prometida  vs NS,Fecha prometida   (Due Date),D¡as retraso vs Fecha prometida NS,D¡as retraso vs Fecha prometida (Due Date),D¡as en Diagn¢stico,Fecha de cierre (Resolved),Cumpli¢ NS,Cumpli¢ FP,D¡as efectivos,Labels,Nivel de servicio,Fecha reincidencia 1,Fecha reincidencia 2,Fecha reincidencia 3,Fecha reincidencia 4,Sow3,Fecha autorizaci¢n,D¡as en Autorizaci¢n
1,B3,BXMPRJ-1248,Bug,In Progress,Medium,Incidencia en el cierre de mercado de capitales,Al intentar correr el cierre de mercado de captiales envia un mensaje en el cual se¤ala que existen ordenes por desglosar.,Sergio Rangel,Edgar Richter,16/02/2015,06/02/2015,10/02/2015, 6 ,11/02/2015,,4,Sin Fecha,10,,No Cumpli¢,Sin Fecha,10,,1,,,,,,,
,B3,BXMPRJ-1248,Bug,In Progress,Medium,Incidencia en el cierre de mercado de capitales,Al intentar correr el cierre de mercado de captiales envia un mensaje en el cual se¤ala que existen ordenes por desglosar.,Sergio Rangel,Edgar Richter,16/02/2015,06/02/2015,10/02/2015, 6 ,11/02/2015,,4,Sin Fecha,10,,No Cumpli¢,Sin Fecha,10,,1,,,,,,,
1,B3,BXMPRJ-1243,Bug,In Progress,High,Proceso Batch de Rec lculo de L¡neas de Cr‚dito,"El proceso batch de rec lculo de l¡neas de cr‚dito no est  tomando en cuenta el par metro de FGRAL para no crear l¡neas en autom tico y las crea para aquellas contrapartes que no tienen l¡nea autorizada. 

Adem s el proceso est  calculando mal los consumos de las l¡neas, creando sobregiros incorrectos, mismos que se presentan como sobregiros negativos en la pantalla de Autorizaci¢n de Sobregiros. 
",German Gomez,Ever Hernandez,16/02/2015,06/02/2015,06/02/2015, 10 ,07/02/2015,,9,Sin Fecha,10,,No Cumpli¢,Sin Fecha,10,,1,,,,,,,
1,Q1,BXMPRJ-1239,Bug,Delivered,High,ERROR EN LOS PRECIOS COSTO DE LA CANASTA INICIAL,"Los precios costo de la canasta inicial se encuentran mal calculados, no coinciden con los calculados de acuerdo a las ""tasas y/o sobretasas costo"" y los niveles de los indicadores vigentes al arranque del 30 de julio, los £nicos que no tienen problema son los ""LD"" y unos ""M"" que liquidaron el 30.",Martin Cruz,Martin Cruz,16/02/2015,05/02/2015,16/02/2015, 0 ,17/02/2015,,0,Sin Fecha,11,,No Cumpli¢,Sin Fecha,11,"CICLO4, D3",1,,,,,,,
c,B1,BXMPRJ-1234,Bug,Closed,Medium,No se excede tasa,solicitud de autorizacion cuando no excede parametros,Azucena Gudi¤o,Carmen M‚ndez,16/02/2015,05/02/2015,05/02/2015, 11 ,06/02/2015,12/02/2015,6,1,11,13/02/2015,No Cumpli¢,No Cumpli¢,8,CICLO4,1,,,,,,,
1,B4,BXMPRJ-1228,Bug,In Progress,Medium,Reporte Regulatorio de Vencimientos Anticipados (DTRAW520),"Al generar el Reporte Regulatorio de Vencimientos Anticipados de Reporto (DTRAW520), el sistema manda errores de que no existe la Secuencia, adem s de errores de despliegue en el formato de la informaci¢n procesada y el archivo generado tiene un formato incorrecto. 

Se adjunta evidencia de los errores presentados al generar el reporte.",German Gomez,Ever Hernandez,16/02/2015,05/02/2015,13/02/2015, 3 ,14/02/2015,,2,Sin Fecha,11,,No Cumpli¢,Sin Fecha,11,,1,,,,,,,
,B4,BXMPRJ-1228,Bug,In Progress,Medium,Reporte Regulatorio de Vencimientos Anticipados (DTRAW520),"Al generar el Reporte Regulatorio de Vencimientos Anticipados de Reporto (DTRAW520), el sistema manda errores de que no existe la Secuencia, adem s de errores de despliegue en el formato de la informaci¢n procesada y el archivo generado tiene un formato incorrecto. 

Se adjunta evidencia de los errores presentados al generar el reporte.",German Gomez,German Gomez,16/02/2015,05/02/2015,05/02/2015, 11 ,06/02/2015,,6,Sin Fecha,11,13/02/2015,No Cumpli¢,Sin Fecha,8,,1,,,,,,,
1,B3,BXMPRJ-1227,Bug,Failed Test,High,Rep. Diario de Operaciones (DOPEW100),"En el Rep. Diario de Operaciones (DOPEW100) por fecha liquidaci¢n, que debe mostrar las operaciones que liquidan a la fecha de la consulta. No se muestran 3 operaciones en directo que pactadas el d¡a 25 de julio, liquidaron el d¡a 29. Cabe se¤alar que es defecto del reporte ya que las operaciones liquidaron correctamente en los contratos de los clientes. 

Se anexa evidencia",Cesar Guzm n,Salvador Garc¡a,16/02/2015,04/02/2015,13/02/2015, 3 ,14/02/2015,16/02/2015,2,0,12,,No Cumpli¢,No Cumpli¢,12,CICLO4,1,13/02/2015 12:52,,,,,,
,B3,BXMPRJ-1227,Bug,In Progress,High,Rep. Diario de Operaciones (DOPEW100),"En el Rep. Diario de Operaciones (DOPEW100) por fecha liquidaci¢n, que debe mostrar las operaciones que liquidan a la fecha de la consulta. No se muestran 3 operaciones en directo que pactadas el d¡a 25 de julio, liquidaron el d¡a 29. Cabe se¤alar que es defecto del reporte ya que las operaciones liquidaron correctamente en los contratos de los clientes. 

Se anexa evidencia",Cesar Guzm n,Ever Hernandez,16/02/2015,04/02/2015,04/02/2015, 12 ,05/02/2015,10/02/2015,7,3,12,13/02/2015,No Cumpli¢,No Cumpli¢,9,CICLO4,1,13/02/2015 12:52,,,,,,
1,B3,BXMPRJ-1226,Bug,Delivered,High,Rep. Valuaci¢n de ¢rdenes por asignar (DORDW230),"Al consultar el reporte al 29 de julio, se observa que una operaci¢n de venta fecha valor en directo con Scotia del d¡a 28 de julio, con fecha liquidaci¢n 31, del contrato 11255 no est  en el archivo de ""Rep. Valuaci¢n de ordenes por asignar (DORDW230)"" este reporte deber¡a presentar las operaciones fecha valor por liquidar.",Cesar Guzm n,Cesar Guzm n,16/02/2015,04/02/2015,13/02/2015, 3 ,14/02/2015,06/02/2015,1,10,12,,No Cumpli¢,No Cumpli¢,12,CICLO4,1,,,,,,,
,B3,BXMPRJ-1226,Bug,In Progress,High,Rep. Valuaci¢n de ¢rdenes por asignar (DORDW230),"Al consultar el reporte al 29 de julio, se observa que una operaci¢n de venta fecha valor en directo con Scotia del d¡a 28 de julio, con fecha liquidaci¢n 31, del contrato 11255 no est  en el archivo de ""Rep. Valuaci¢n de ordenes por asignar (DORDW230)"" este reporte deber¡a presentar las operaciones fecha valor por liquidar.",Cesar Guzm n,Carmen M‚ndez,16/02/2015,04/02/2015,04/02/2015, 12 ,05/02/2015,06/02/2015,7,7,12,13/02/2015,No Cumpli¢,No Cumpli¢,9,CICLO4,1,,,,,,,
,B3,BXMPRJ-1226,Bug,In Progress,High,Rep. Valuaci¢n de ¢rdenes por asignar (DORDW230),"Al consultar el reporte al 29 de julio, se observa que una operaci¢n de venta fecha valor en directo con Scotia del d¡a 28 de julio, con fecha liquidaci¢n 31, del contrato 11255 no est  en el archivo de ""Rep. Valuaci¢n de ordenes por asignar (DORDW230)"" este reporte deber¡a presentar las operaciones fecha valor por liquidar.",Cesar Guzm n,Jacqueline Barradas,16/02/2015,04/02/2015,04/02/2015, 12 ,05/02/2015,06/02/2015,0,0,12,06/02/2015,Cumpli¢,Cumpli¢,2,CICLO4,1,,,,,,,
c,B4,BXMPRJ-1217,Bug,Closed,Medium,Reporte de Vencimientos Anticipados no genera informaci¢n,"En la prueba del d¡a 29 de julio se vencieron anticipadamente dos reportos, uno de ellos para vencer el mismo 29 y el otro para vencer el d¡a 30, sin embargo al generar el reporte de Vencimientos Anticipados y Cambio de Garant¡as (DTRAW210), este reporte no presenta informaci¢n alguna para ninguna de las dos fechas. 

Favor de validar la informaci¢n que se est  procesando y bajo que criterio se est  incluyendo para que los reportos mencionados con anterioridad aparezcan en el reporte como soporte operativo y contable.",German Gomez,Agustin Gutierrez,16/02/2015,04/02/2015,04/02/2015, 12 ,05/02/2015,,0,Sin Fecha,12,06/02/2015,Cumpli¢,Sin Fecha,2,,1,,,,,,,
c,B4,BXMPRJ-1215,Bug,Closed,High,Error en Cierres Administrativo y Operativo de Mercado de Dinero,"Al ejecutar el Cierre Administrativo de Mercado de Dinero, el sistema no est  validando de manera correcta los picos de ¢rdenes y permite realizar el cierre quedando ¢rdenes parcialmente asignadas, por lo que se deber  validar que no queden ¢rdenes con montos por asignar mayores al pico definido en FGRAL (actualmente es de 100), adicionalmente se deber n guardar en el log que se despliega al final del cierre todas las oepraciones que no han sido totalmente asignadas y por las que el cierre no se pudo concluir, deteniendo el cierre hasta que dichas operacioens sean asignadas. 

Por otra parte el Cierre Operativo de MErcado de Dinero, no est  generando completos los vencimientos de reporto, ya que est  excluyendo del proceso de generaci¢n de vencimientos aquellas operaciones cuyo origen son IV's, por lo que se deber  corregir el proceso de cierre para que se incluyan como vencimientos de reporto tambi‚n las Inversiones capturadas por promoci¢n.",German Gomez,Agustin Gutierrez,16/02/2015,03/02/2015,03/02/2015, 13 ,04/02/2015,,1,Sin Fecha,13,06/02/2015,No Cumpli¢,Sin Fecha,2,,1,,,,,,,
c,B4,BXMPRJ-1213,Bug,Closed,High,Error en Consulta de Movimientos por Contrato,"Al abrir la Consulta de Movimientos por Cliente para el contrato 503624 en el ambiente de produccion (192.168.121.76), el sistema env¡a un error en pantalla ""NO ENCONTRE INICIO 102568 CD 1"" y al darle aceptar la aplicaci¢n se queda pasmada. 

Aparentemente el problema es el el programa Mccarmov.i, en donde se est  buscando un inicio para una compra en directo. 

Se requiere corregir el programa para que se puedan realizar las consultas correspondiente.",German Gomez,Cesar Guzm n,16/02/2015,03/02/2015,03/02/2015, 13 ,04/02/2015,,5,Sin Fecha,13,10/02/2015,No Cumpli¢,Sin Fecha,7,,1,,,,,,,
1,B2,BXMPRJ-1212,Bug,In Progress,High,"Falta posici¢n de NAFTRAC (150,000 t¡tulos) dentro de TAS para el inicio del d¡a 30 de julio","Dentro de la posici¢n inicial del d¡a 30 de julio para el contrato 11217, no se presenta la posici¢n correspondiente a NAFTRAC ISHRS la cual deber¡a ser de 150,000 t¡tulos a un precio de $42.0333. 

Adjunto evidencia en xls",Jose Daniel Garces Quiroz,Jose Daniel Garces Quiroz,16/02/2015,03/02/2015,16/02/2015, 0 ,17/02/2015,06/02/2015,0,10,13,,No Cumpli¢,No Cumpli¢,13,,1,,,,,,,
,B2,BXMPRJ-1212,Bug,In Progress,High,"Falta posici¢n de NAFTRAC (150,000 t¡tulos) dentro de TAS para el inicio del d¡a 30 de julio","Dentro de la posici¢n inicial del d¡a 30 de julio para el contrato 11217, no se presenta la posici¢n correspondiente a NAFTRAC ISHRS la cual deber¡a ser de 150,000 t¡tulos a un precio de $42.0333. 

Adjunto evidencia en xls",Jose Daniel Garces Quiroz,Edgar Richter,16/02/2015,03/02/2015,03/02/2015, 13 ,04/02/2015,06/02/2015,11,10,13,16/02/2015,No Cumpli¢,No Cumpli¢,13,,1,,,,,,,
1,B1,BXMPRJ-1204,Bug,In Progress,High,LA PàLIZA 16 DE MERCADO DE DINERO ALGUNOS REGISTROS NO COINCIDEN CONTRA EL REPORTE VALUACIàN DE LA BMV,"Jacqueline, 

Despu‚s de validar y conciliar los registros contables de la p¢liza No. 16 Valuaci¢n de Reportos de mercado de dinero regla 5, se detectaron 3 observaciones que no permiten integrar la contabilidad contra el reporte; 

1) Dos folios (102376 y 102377) la contabilidad registra valuaci¢n de reportos pero el reporte Valuaci¢n de la BMV no muestra estos registros, se anexa evidencia. 
2) Cinco folios (102026, 101999, 102028, 101995 y 101992) en la contabilidad registra importes diferentes a los que muestra el reporte, se anexa evidencia. 
3) El reporte Valuaci¢n de la BMV (DVALP101) las operaciones de CR (compra de reporto) su valuaci¢n que registra la contabilidad es correcta, pero el reporte no muestra en una columna este registro, que es, t¡tulos por vector menos t¡tulos (Valor de Mercado = ((Valores * Vector) - Valores), la valuaci¢n de las ventas en reporto (VR) de papeles que vienen comprados en reporto (CR) su registro contable es correcto, de igual forma que la valuaci¢n de las CR el reporte de la BMV no muestra este importe para conciliar los eventos contables, se anexa evidencia. 

Esto es, la columna que no trae el reporte valuaci¢n de la BMV (DVALP101) los c lculos que muestre esta columna nada m s aplica para las operaciones compras en reporto (CR) y ventas en reporto (VR) de papeles que vienen de compras en reporto (CR). 
",Arturo Saldivar,Arturo Saldivar,16/02/2015,31/01/2015,16/02/2015, 0 ,17/02/2015,12/02/2015,0,4,16,,No Cumpli¢,No Cumpli¢,16,,1,,,,,,,
,B1,BXMPRJ-1204,Bug,Open,High,LA PàLIZA 16 DE MERCADO DE DINERO ALGUNOS REGISTROS NO COINCIDEN CONTRA EL REPORTE VALUACIàN DE LA BMV,"Jacqueline, 

Despu‚s de validar y conciliar los registros contables de la p¢liza No. 16 Valuaci¢n de Reportos de mercado de dinero regla 5, se detectaron 3 observaciones que no permiten integrar la contabilidad contra el reporte; 

1) Dos folios (102376 y 102377) la contabilidad registra valuaci¢n de reportos pero el reporte Valuaci¢n de la BMV no muestra estos registros, se anexa evidencia. 
2) Cinco folios (102026, 101999, 102028, 101995 y 101992) en la contabilidad registra importes diferentes a los que muestra el reporte, se anexa evidencia. 
3) El reporte Valuaci¢n de la BMV (DVALP101) las operaciones de CR (compra de reporto) su valuaci¢n que registra la contabilidad es correcta, pero el reporte no muestra en una columna este registro, que es, t¡tulos por vector menos t¡tulos (Valor de Mercado = ((Valores * Vector) - Valores), la valuaci¢n de las ventas en reporto (VR) de papeles que vienen comprados en reporto (CR) su registro contable es correcto, de igual forma que la valuaci¢n de las CR el reporte de la BMV no muestra este importe para conciliar los eventos contables, se anexa evidencia. 

Esto es, la columna que no trae el reporte valuaci¢n de la BMV (DVALP101) los c lculos que muestre esta columna nada m s aplica para las operaciones compras en reporto (CR) y ventas en reporto (VR) de papeles que vienen de compras en reporto (CR). 
",Arturo Saldivar,Jacqueline Barradas,16/02/2015,31/01/2015,02/02/2015, 15 ,03/02/2015,12/02/2015,13,4,16,16/02/2015,No Cumpli¢,No Cumpli¢,16,,1,,,,,,,
,B1,BXMPRJ-1204,Bug,Open,High,LA PàLIZA 16 DE MERCADO DE DINERO ALGUNOS REGISTROS NO COINCIDEN CONTRA EL REPORTE VALUACIàN DE LA BMV,"Jacqueline, 

Despu‚s de validar y conciliar los registros contables de la p¢liza No. 16 Valuaci¢n de Reportos de mercado de dinero regla 5, se detectaron 3 observaciones que no permiten integrar la contabilidad contra el reporte; 

1) Dos folios (102376 y 102377) la contabilidad registra valuaci¢n de reportos pero el reporte Valuaci¢n de la BMV no muestra estos registros, se anexa evidencia. 
2) Cinco folios (102026, 101999, 102028, 101995 y 101992) en la contabilidad registra importes diferentes a los que muestra el reporte, se anexa evidencia. 
3) El reporte Valuaci¢n de la BMV (DVALP101) las operaciones de CR (compra de reporto) su valuaci¢n que registra la contabilidad es correcta, pero el reporte no muestra en una columna este registro, que es, t¡tulos por vector menos t¡tulos (Valor de Mercado = ((Valores * Vector) - Valores), la valuaci¢n de las ventas en reporto (VR) de papeles que vienen comprados en reporto (CR) su registro contable es correcto, de igual forma que la valuaci¢n de las CR el reporte de la BMV no muestra este importe para conciliar los eventos contables, se anexa evidencia. 

Esto es, la columna que no trae el reporte valuaci¢n de la BMV (DVALP101) los c lculos que muestre esta columna nada m s aplica para las operaciones compras en reporto (CR) y ventas en reporto (VR) de papeles que vienen de compras en reporto (CR). 
",Arturo Saldivar,Ever Hernandez,16/02/2015,31/01/2015,02/02/2015, 15 ,03/02/2015,,-1,Sin Fecha,16,02/02/2015,Cumpli¢,Sin Fecha,1,,1,,,,,,,
c,B4,BXMPRJ-1177,Bug,Closed,High,Liquidaciones y Valores aviso en asignacion,Al momento de asignacion semi automatica presenta el siguiente mensaje,Agustin Gutierrez,Agustin Gutierrez,16/02/2015,27/01/2015,02/02/2015, 15 ,03/02/2015,04/02/2015,-3,-4,20,31/01/2015,Cumpli¢,Cumpli¢,3,"PruebasD2, ciclo4",1,,,,,,,
1,B4,BXMPRJ-1172,Bug,Delivered,High,NO PERMITE MODIFICAR UNA ORDEN,"Se captur¢ una operaci¢n con una contraparte (Bco. BX+), registrando la operaci¢n como si hubiera sido por ""Lince"" y como ""postor"", al momento de terminar de registrar la operaci¢n en la pantalla desaparece el sistema de corretaje, por lo que lo consultamos en el ""listado de ¢rdenes"" y si aparece el br¢ker, sin embargo no aparece por ning£n lado que fui postor, es importante los env¡os a Banxico de informaci¢n. 
Regresamos a modificar la orden por cambio de monto y vemos que el br¢ker est  en blanco, tratamos de hacer el recorrido para guardar la informaci¢n se activa el campo ""Tasa prom."" y nos envi¢ un mensaje, por lo que se elimin¢ y se volvi¢ a capturar la operaci¢n para ""librar"" el mensaje. 

",Martin Cruz,Martin Cruz,16/02/2015,27/01/2015,03/02/2015, 13 ,04/02/2015,,6,Sin Fecha,20,10/02/2015,No Cumpli¢,Sin Fecha,14,CICLO4,1,,,,,,,
,B4,BXMPRJ-1172,Bug,Delivered,High,NO PERMITE MODIFICAR UNA ORDEN,"Se captur¢ una operaci¢n con una contraparte (Bco. BX+), registrando la operaci¢n como si hubiera sido por ""Lince"" y como ""postor"", al momento de terminar de registrar la operaci¢n en la pantalla desaparece el sistema de corretaje, por lo que lo consultamos en el ""listado de ¢rdenes"" y si aparece el br¢ker, sin embargo no aparece por ning£n lado que fui postor, es importante los env¡os a Banxico de informaci¢n. 
Regresamos a modificar la orden por cambio de monto y vemos que el br¢ker est  en blanco, tratamos de hacer el recorrido para guardar la informaci¢n se activa el campo ""Tasa prom."" y nos envi¢ un mensaje, por lo que se elimin¢ y se volvi¢ a capturar la operaci¢n para ""librar"" el mensaje. 

",Martin Cruz,Ivan Torres,16/02/2015,27/01/2015,02/02/2015, 15 ,03/02/2015,,0,Sin Fecha,20,03/02/2015,Cumpli¢,Sin Fecha,7,CICLO4,1,,,,,,,
c,B4,BXMPRJ-1169,Bug,Closed,High,"NO SE PUEDE CAPTURAR BONOS M, EN PROMOCION","El sistema envi¢ dos mensajes al intentar realizar una prueba de venta (por parte del cliente) de Bonos de Tasa Fija (M241205) fecha valor 48hrs. Con tres clientes, dos mensajes por cliente; dos clientes se trataron de capturar en la 9060, mientras que uno se trat¢ de capturar en la 11255. 
Adicional a lo anterior NO PERMITE seleccionar TIPO DE MONTO (Real o Nominal). 
Estas operaciones se intentaron de capturar por la misma v¡a que un promotor capturar¡a (Inversiones de Clientes DORDE001) solo captura de orden. 
",Martin Cruz,Ivan Torres,16/02/2015,27/01/2015,02/02/2015, 15 ,03/02/2015,04/02/2015,7,6,20,10/02/2015,No Cumpli¢,No Cumpli¢,14,"CICLO4, PruebasD2",1,,,,,,,
1,B2,BXMPRJ-1165,Bug,In Progress,High,Regla 19 de Garant¡as y Pr‚stamos no esta generando contabilidad,"Al correr contabilidad de la regla 19 GArant¡as y Pr‚stamos no esta generando registros contables, en el ambiente de TAS Producci¢n en BX+ para la Casa de Bolsa.",Arturo Saldivar,Carmen M‚ndez,16/02/2015,23/01/2015,03/02/2015, 14 ,04/02/2015,17/02/2015,12,0,24,,No Cumpli¢,No Cumpli¢,24,"CICLO4
",1,,,,,,,
c,B4,BXMPRJ-1157,Bug,Closed,High,No toma encuenta el saldo disponible,"Al capturar una orden de mercado de dinero, (compra en directo del contrato 477953 valor 48 hr.) no me deja, ya que me aparece un mensaje diciendo que no tengo saldo suficiente. Sinembargo el contrato cuenta con efectivo disponible.",Ximena Roldan,Ximena Roldan,16/02/2015,22/01/2015,02/02/2015, 15 ,03/02/2015,05/02/2015,2,0,25,05/02/2015,No Cumpli¢,Cumpli¢,13,"PruebasD3, ciclo4",1,,,,,,,
1,B3,BXMPRJ-1146,Bug,In Progress,High,error en fecha de liquidacion del I+CORP.,"en la revisi¢n de precios para el dia 29, en el fondo I+CORP, en la columna de liquidaci¢n presenta la fecha del 2014-08-26 lo caul es incorrecto, este fondo liquida 48 hrs., revise la parametrizacion del fondo y esta correcta., les adjunto pantalla.",Juan Carlos Fern ndez,Gerardo Gomez,16/02/2015,21/01/2015,02/02/2015, 15 ,03/02/2015,,13,Sin Fecha,26,,No Cumpli¢,Sin Fecha,26,"Broker, Detiene",1,,,,,,,
c,B4,BXMPRJ-1145,Bug,Delivered,Medium,DESCUADRE DE SALDOS EN PANTALLA DE MOVIVMIENTOS Y POSICION GLOBAL,"LA PANTALLA DE ""CONSULTA MOVIMIENTO POR CLIENTE"" NO CUADRA CON LA PANTALLA DE ""CONSULTA POSICION GLOBAL POR CLIENTE"". 
El efectivo mismo dia que aparece en la posicion global no es el correcto, no presenta el arrastre del vencimiento de reportos.",Ximena Roldan,Ximena Roldan,16/02/2015,21/01/2015,06/02/2015, 10 ,07/02/2015,,2,Sin Fecha,26,10/02/2015,No Cumpli¢,Sin Fecha,20,CICLO4,1,,,,,,,
,B4,BXMPRJ-1145,Bug,Delivered,Medium,DESCUADRE DE SALDOS EN PANTALLA DE MOVIVMIENTOS Y POSICION GLOBAL,"LA PANTALLA DE ""CONSULTA MOVIMIENTO POR CLIENTE"" NO CUADRA CON LA PANTALLA DE ""CONSULTA POSICION GLOBAL POR CLIENTE"". 
El efectivo mismo dia que aparece en la posicion global no es el correcto, no presenta el arrastre del vencimiento de reportos.",Ximena Roldan,Gerardo Gomez,16/02/2015,21/01/2015,02/02/2015, 15 ,03/02/2015,,3,Sin Fecha,26,06/02/2015,No Cumpli¢,Sin Fecha,16,CICLO4,1,,,,,,,
c,B3,BXMPRJ-1136,Bug,Closed,Medium,No respeta la carga de operaciones de vigencia la fecha de la misma,"Al momento de enviar las ordenes de vigencia de Capitales por interfaz TAS no respeta la fecha en que se registro la orden ni la vigencia de las mismas. 

Se solicita que TAS tome el dato que Fiable le env¡a de la fecha de registro de la orden. 

Saludos",Antonio Laija Olmedo,Sergio Rangel,16/02/2015,19/01/2015,02/02/2015, 15 ,03/02/2015,,3,Sin Fecha,28,06/02/2015,No Cumpli¢,Sin Fecha,18,MIGRACION_4,1,,,,,,,
c,B2,BXMPRJ-1135,Bug,Closed,Medium,Reporte Detallada llamadas de Margen DGARW007,"El reporte tiene las siguinetes observaciones: 

1. En mercado de Capitales tiene fecha de vencimiento lo cual es incorrecto, las acciones no tiene fecha de vencimiento, TAS nos coment¢ que es un dato necesario para TAS sin embrago se requere se oculte de los reportes. 

2. El campo ""Precio Pactado"" seg£n la capacitaci¢n de TAS se refiere al costo aforado al que se toman las garant¡as, sin embargo el aforo no aplica de la misma forma para todas las garat¡a, como ejemplo en los prestamo, actualmente en fiable, se aplica la formula de Indeval donde el aforo se descuenta al precio de meracado de los valores, a diferencia de las causiones en donde el monto a garantizar es lo que se afora. Por lo anterior es necesario separar los reportes de pr‚stamo de las causiones. 

3. El ""Precio Promdeio"" est  pediente de explicaci¢n por parte de TAS. 

4. La columna Aforo viene vac¡a, TAS nos comenta que se debe a que los aforos ya vienen descontados en los precios (esto solo sucede en pr‚stamos de valores porque en causi¢n el aforo se determina en los contratos). En el caso de los pr‚stamos de valores, Mesa de controles necesitaconocer el aforo para asegurar que el c lculo es correcto, actualmente en Fiable el dato se obtiene en el archivo de valores garantizables. En este caso tambien se hace necesario tener un reporte de causiones por separado ya que el aforo depende el contrato. 

5. Se observa que el reporte marca una llamada de margen, sin embrago no se sabe como es que se determin¢, ya que en el reporte no se identifca el Monto que se pretende garantizar. Se requiere incorporar el monto a garantizar para poder comparar ‚ste con el valor actual de los valores y determinar la Llamada de Margen. 

6. Se identifica una columna con el nombre de ""Nivel de Mantenimiento"" que TAS tine pendiente de definir. 

7. El reporte se requiere complementar con los campos: Tipo Valor, Calificaci¢n/Bursatilidad y Monto a Garantizar. 

El reporte ya hab¡a sido revisado por Janet Dominguez y dio sus comentarios en el JIRA 758 el cual fue cerrado debido a que lo origin¢ una observaci¢n distinta al reporte DGARW007. El presnte JIRA complemente dichas obsevaciones. 

",Cesar Guzm n,Ivan Torres,16/02/2015,19/01/2015,02/02/2015, 15 ,03/02/2015,,0,Sin Fecha,28,03/02/2015,Cumpli¢,Sin Fecha,14,CICLO4,1,,,,,,,
c,B4,BXMPRJ-1133,Bug,Closed,Medium,Generaci¢n de Contabilidad (Dinero y Capitales),"Al realizar el proceso de ""generaci¢n de contabilidad"" para Capitales y Dinero se esta tardando 1 hrs, por 
cada mercado lo que retraza el proceso de revisi¢n, por favor podr¡a ver si existe la manera de ejecutarse mas r pido como los demas mercados. 
",Jocelyn Vazquez,Jocelyn Vazquez,16/02/2015,18/01/2015,02/02/2015, 15 ,03/02/2015,,10,Sin Fecha,29,13/02/2015,No Cumpli¢,Sin Fecha,26,"CICLO4, PruebasD3",1,,,,,,,
,B4,BXMPRJ-1133,Bug,Delivered,Medium,Generaci¢n de Contabilidad (Dinero y Capitales),"Al realizar el proceso de ""generaci¢n de contabilidad"" para Capitales y Dinero se esta tardando 1 hrs, por 
cada mercado lo que retraza el proceso de revisi¢n, por favor podr¡a ver si existe la manera de ejecutarse mas r pido como los demas mercados. 
",Jocelyn Vazquez,Ivan Torres,16/02/2015,18/01/2015,13/02/2015, 3 ,14/02/2015,05/02/2015,-10,0,29,04/02/2015,Cumpli¢,Cumpli¢,17,"CICLO4, PruebasD3",1,,,,,,,
c,B2,BXMPRJ-1132,Bug,Delivered,High,ERROR EN EL REPORTE DE VALUACION DE LA POSICION PROPIA (BMV),"Al revisar la valuaci¢n de las posiciones que se encuentran en los diferentes portafolios, estamos encontrando diferencias en el portafolio de ""Disponible para la Venta"" (9065), faltan t¡tulos en los IS151210 por una cantidad de 29,951, equivalentes a un par de reportos vigentes a plazo. 

sin embargo al revisar el reporte diario de operaci¢n si se encuentran vigentes dichas operaciones. 
",Martin Cruz,Martin Cruz,16/02/2015,17/01/2015,16/02/2015, 0 ,17/02/2015,13/02/2015,0,4,31,17/02/2015,Cumpli¢,No Cumpli¢,31,"CICLO4, Detiene, Reincidencia1
",1,,,,,,,
,B2,BXMPRJ-1132,Bug,Open,High,ERROR EN EL REPORTE DE VALUACION DE LA POSICION PROPIA (BMV),"Al revisar la valuaci¢n de las posiciones que se encuentran en los diferentes portafolios, estamos encontrando diferencias en el portafolio de ""Disponible para la Venta"" (9065), faltan t¡tulos en los IS151210 por una cantidad de 29,951, equivalentes a un par de reportos vigentes a plazo. 

sin embargo al revisar el reporte diario de operaci¢n si se encuentran vigentes dichas operaciones. 
",Martin Cruz,Jacqueline Barradas,16/02/2015,17/01/2015,06/02/2015, 11 ,07/02/2015,13/02/2015,9,3,31,16/02/2015,No Cumpli¢,No Cumpli¢,31,"CICLO4, Detiene, Reincidencia1
",1,,,,,,,
,B2,BXMPRJ-1132,Bug,Open,High,ERROR EN EL REPORTE DE VALUACION DE LA POSICION PROPIA (BMV),"Al revisar la valuaci¢n de las posiciones que se encuentran en los diferentes portafolios, estamos encontrando diferencias en el portafolio de ""Disponible para la Venta"" (9065), faltan t¡tulos en los IS151210 por una cantidad de 29,951, equivalentes a un par de reportos vigentes a plazo. 

sin embargo al revisar el reporte diario de operaci¢n si se encuentran vigentes dichas operaciones. 
",Martin Cruz,Gerardo Gomez,16/02/2015,17/01/2015,03/02/2015, 14 ,04/02/2015,,2,Sin Fecha,31,06/02/2015,No Cumpli¢,Sin Fecha,21,"CICLO4, Detiene, Reincidencia1
",1,,,,,,,
